Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Alt Text,Status
ortho-pauher-calcanheira-feminina-para-conforto-calcanheira-para-desvio,CALCANHEIRA FEMININA PARA CONFORTO CALCANHEIRA PARA DESVIO,<p>CALCANHEIRA FEMININA  PARA CONFORTO CALCANHEIRA PARA DESVIO</p><p class='meta'>Fornecedor: <strong>Ortho Pauher</strong> · Código original: SOFT-PAD</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,Órteses e acessórios,"Ortho Pauher, Órteses e acessórios",TRUE,Title,Default Title,SOFT-PAD,shopify,0,deny,manual,,,TRUE,TRUE,,CALCANHEIRA FEMININA PARA CONFORTO CALCANHEIRA PARA DESVIO,draft
ortho-pauher-calcanheira-pauhersupport-calcanheira,CALCANHEIRA PAUHERSUPPORT CALCANHEIRA,<p>CALCANHEIRA PAUHERSUPPORT CALCANHEIRA</p><p class='meta'>Fornecedor: <strong>Ortho Pauher</strong> · Código original: SOFT-GEL</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,Órteses e acessórios,"Ortho Pauher, Órteses e acessórios",TRUE,Title,Default Title,SOFT-GEL,shopify,0,deny,manual,,,TRUE,TRUE,,CALCANHEIRA PAUHERSUPPORT CALCANHEIRA,draft
ortho-pauher-soft-gel-com-arco-e-piloto-com-piloto,SOFT-GEL COM ARCO E PILOTO COM PILOTO,<p>SOFT-GEL COM ARCO E PILOTO COM PILOTO</p><p class='meta'>Fornecedor: <strong>Ortho Pauher</strong> · Código original: ANTI-IMPACTO</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,Órteses e acessórios,"Ortho Pauher, Órteses e acessórios",TRUE,Title,Default Title,ANTI-IMPACTO,shopify,0,deny,manual,,,TRUE,TRUE,,SOFT-GEL COM ARCO E PILOTO COM PILOTO,draft
ortho-pauher-7007-d-compensacao-5-30mm-arco-terapeutico-arco-terapeutico,7007 (D) COMPENSAÇÃO 5--30MM ARCO TERAPÊUTICO ARCO TERAPÊUTICO,<p>7007 (D) COMPENSAÇÃO 5--30MM ARCO TERAPÊUTICO ARCO TERAPÊUTICO</p><p class='meta'>Fornecedor: <strong>Ortho Pauher</strong> · Código original: 10-15-20</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,Órteses e acessórios,"Ortho Pauher, Órteses e acessórios",TRUE,Title,Default Title,10-15-20,shopify,0,deny,manual,,,TRUE,TRUE,,7007 (D) COMPENSAÇÃO 5--30MM ARCO TERAPÊUTICO ARCO TERAPÊUTICO,draft
ortho-pauher-tam-fem,TAM - FEM,<p>TAM - FEM</p><p class='meta'>Fornecedor: <strong>Ortho Pauher</strong> · Código original: TAM-MASC</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,Órteses e acessórios,"Ortho Pauher, Órteses e acessórios",TRUE,Title,Default Title,TAM-MASC,shopify,0,deny,manual,302.08,,TRUE,TRUE,,TAM - FEM,active
ortho-pauher-para-viagem,PARA VIAGEM,<p>PARA VIAGEM</p><p class='meta'>Fornecedor: <strong>Ortho Pauher</strong> · Código original: ANTI-EMBOLISMO</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,Órteses e acessórios,"Ortho Pauher, Órteses e acessórios",TRUE,Title,Default Title,ANTI-EMBOLISMO,shopify,0,deny,manual,,,TRUE,TRUE,,PARA VIAGEM,draft
ortho-pauher-travelsock,Travelsock,<p>travelsock</p><p class='meta'>Fornecedor: <strong>Ortho Pauher</strong> · Código original: ANTI-TROMBO</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,Órteses e acessórios,"Ortho Pauher, Órteses e acessórios",TRUE,Title,Default Title,ANTI-TROMBO,shopify,0,deny,manual,,,TRUE,TRUE,,Travelsock,draft
ortho-pauher-cop118-curto-e-longo-entenda-a-tecnologia-da-meia-pro-diabetic,• COP118/ / CURTO E LONGO Entenda a tecnologia da meia pró-diabetic,"<p>• COP118/ / CURTO E LONGO Entenda a tecnologia da meia pró-diabetic,</p><p class='meta'>Fornecedor: <strong>Ortho Pauher</strong> · Código original: 20-30HG</p>",Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,Órteses e acessórios,"Ortho Pauher, Órteses e acessórios",TRUE,Title,Default Title,20-30HG,shopify,0,deny,manual,,,TRUE,TRUE,,• COP118/ / CURTO E LONGO Entenda a tecnologia da meia pró-diabetic,draft
ortho-pauher-cop119-curto-e-longo-revolucionaria-em-conforto-protecao-e-saude,"• COP119/ / CURTO E LONGO revolucionária em conforto, proteção e saúde","<p>• COP119/ / CURTO E LONGO revolucionária em conforto, proteção e saúde.</p><p class='meta'>Fornecedor: <strong>Ortho Pauher</strong> · Código original: 30-40HG</p>",Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,Órteses e acessórios,"Ortho Pauher, Órteses e acessórios",TRUE,Title,Default Title,30-40HG,shopify,0,deny,manual,269.76,,TRUE,TRUE,,"• COP119/ / CURTO E LONGO revolucionária em conforto, proteção e saúde",active
ortho-pauher-creme,CREME,<p>CREME</p><p class='meta'>Fornecedor: <strong>Ortho Pauher</strong> · Código original: ULTRA-HIDRATANTE</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,Órteses e acessórios,"Ortho Pauher, Órteses e acessórios",TRUE,Title,Default Title,ULTRA-HIDRATANTE,shopify,0,deny,manual,,,TRUE,TRUE,,CREME,draft
ortho-pauher-ac140-bolsa-termica-gel-bolsa-termica-gel-para-dedos-ac142-bolsa-termica-gel-para-lomba,AC140 BOLSA TÉRMICA GEL BOLSA TÉRMICA GEL PARA DEDOS AC142 BOLSA TÉRMICA GEL PARA LOMBAR,<p>AC140 BOLSA TÉRMICA GEL  BOLSA TÉRMICA GEL PARA DEDOS AC142 BOLSA TÉRMICA GEL PARA LOMBAR</p><p class='meta'>Fornecedor: <strong>Ortho Pauher</strong> · Código original: MULTI-USO</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,Órteses e acessórios,"Ortho Pauher, Órteses e acessórios",TRUE,Title,Default Title,MULTI-USO,shopify,0,deny,manual,,,TRUE,TRUE,,AC140 BOLSA TÉRMICA GEL BOLSA TÉRMICA GEL PARA DEDOS AC142 BOLSA TÉRMICA GEL PARA LOMBAR,draft
ortho-pauher-meias-casuais-meias-meias-compressivas,MEIAS CASUAIS MEIAS MEIAS COMPRESSIVAS,<p>MEIAS CASUAIS MEIAS  MEIAS COMPRESSIVAS</p><p class='meta'>Fornecedor: <strong>Ortho Pauher</strong> · Código original: PRO-DIABETIC</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,Órteses e acessórios,"Ortho Pauher, Órteses e acessórios",TRUE,Title,Default Title,PRO-DIABETIC,shopify,0,deny,manual,,,TRUE,TRUE,,MEIAS CASUAIS MEIAS MEIAS COMPRESSIVAS,draft
ortho-pauher-inflavel-com,INFLÁVEL COM,<p>INFLÁVEL  COM</p><p class='meta'>Fornecedor: <strong>Ortho Pauher</strong> · Código original: ANTI-DECUBITUS</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,Órteses e acessórios,"Ortho Pauher, Órteses e acessórios",TRUE,Title,Default Title,ANTI-DECUBITUS,shopify,0,deny,manual,,,TRUE,TRUE,,INFLÁVEL COM,draft
ortho-pauher-adulto-tam-unico,ADULTO - TAM. ÚNICO,<p>ADULTO  - TAM. ÚNICO</p><p class='meta'>Fornecedor: <strong>Ortho Pauher</strong> · Código original: REF.809</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,Órteses e acessórios,"Ortho Pauher, Órteses e acessórios",TRUE,Title,Default Title,REF.809,shopify,0,deny,manual,302.08,,TRUE,TRUE,,ADULTO - TAM. ÚNICO,active
ortho-pauher-adulto-805-tam-p-m-g-aumentando-a-possibilidade-de,ADULTO /805 - TAM. P-M-G aumentando a possibilidade de,<p>ADULTO /805 - TAM. P-M-G aumentando a possibilidade de</p><p class='meta'>Fornecedor: <strong>Ortho Pauher</strong> · Código original: REF.800</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,Órteses e acessórios,"Ortho Pauher, Órteses e acessórios",TRUE,Title,Default Title,REF.800,shopify,0,deny,manual,1646.36,,TRUE,TRUE,,ADULTO /805 - TAM. P-M-G aumentando a possibilidade de,active
ortho-pauher-11831,11831,<p>11831</p><p class='meta'>Fornecedor: <strong>Ortho Pauher</strong> · Código original: CRO-PE</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,Órteses e acessórios,"Ortho Pauher, Órteses e acessórios",TRUE,Title,Default Title,CRO-PE,shopify,0,deny,manual,,,TRUE,TRUE,,11831,draft
ortho-pauher-kit-transparente,KIT TRANSPARENTE,<p>KIT  TRANSPARENTE</p><p class='meta'>Fornecedor: <strong>Ortho Pauher</strong> · Código original: HEMI-FACE</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,Órteses e acessórios,"Ortho Pauher, Órteses e acessórios",TRUE,Title,Default Title,HEMI-FACE,shopify,0,deny,manual,,,TRUE,TRUE,,KIT TRANSPARENTE,draft
ortho-pauher-inclusa-ate-300kg,INCLUSA ATÉ 300KG,<p>INCLUSA ATÉ 300KG</p><p class='meta'>Fornecedor: <strong>Ortho Pauher</strong> · Código original: ANTI-BURST</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,Órteses e acessórios,"Ortho Pauher, Órteses e acessórios",TRUE,Title,Default Title,ANTI-BURST,shopify,0,deny,manual,,,TRUE,TRUE,,INCLUSA ATÉ 300KG,draft
ortho-pauher-sg218-2-cm-sg219-3-cm-45-50-55-60-65cm,SG218- 2 CM SG219 - 3 CM -45-50-55-60-65cm,<p>SG218- 2 CM SG219 - 3 CM -45-50-55-60-65cm</p><p class='meta'>Fornecedor: <strong>Ortho Pauher</strong> · Código original: 30-35-40</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,Órteses e acessórios,"Ortho Pauher, Órteses e acessórios",TRUE,Title,Default Title,30-35-40,shopify,0,deny,manual,329.16,,TRUE,TRUE,,SG218- 2 CM SG219 - 3 CM -45-50-55-60-65cm,active
ortho-pauher-glt50-300-320-340-mm-gljt550-380mm,GLT50 - 300 - 320 - 340 mm GLJT550 -380mm,<p>GLT50 - 300 - 320 - 340 mm GLJT550 -380mm</p><p class='meta'>Fornecedor: <strong>Ortho Pauher</strong> · Código original: GG-330</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,Órteses e acessórios,"Ortho Pauher, Órteses e acessórios",TRUE,Title,Default Title,GG-330,shopify,0,deny,manual,329.16,,TRUE,TRUE,,GLT50 - 300 - 320 - 340 mm GLJT550 -380mm,active
ortho-pauher-confortavel-macio-265-280,CONFORTÁVEL MACIO -265 -280,<p>CONFORTÁVEL MACIO -265 -280</p><p class='meta'>Fornecedor: <strong>Ortho Pauher</strong> · Código original: 220-235-250</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,Órteses e acessórios,"Ortho Pauher, Órteses e acessórios",TRUE,Title,Default Title,220-235-250,shopify,0,deny,manual,,,TRUE,TRUE,,CONFORTÁVEL MACIO -265 -280,draft
ortho-pauher-a-700ml-b-300ml-4034-pote-a-500ml-b-500ml,A:700ml - B:300ml 4034-POTE A:500ml - B:500ml,<p>A:700ml - B:300ml 4034-POTE A:500ml - B:500ml</p><p class='meta'>Fornecedor: <strong>Ortho Pauher</strong> · Código original: S19-POTE</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,Órteses e acessórios,"Ortho Pauher, Órteses e acessórios",TRUE,Title,Default Title,S19-POTE,shopify,0,deny,manual,,,TRUE,TRUE,,A:700ml - B:300ml 4034-POTE A:500ml - B:500ml,draft
ortho-pauher-27-cm,27 cm,<p>-27 cm</p><p class='meta'>Fornecedor: <strong>Ortho Pauher</strong> · Código original: 21-23-25</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,Órteses e acessórios,"Ortho Pauher, Órteses e acessórios",TRUE,Title,Default Title,21-23-25,shopify,0,deny,manual,,,TRUE,TRUE,,27 cm,draft
ortho-pauher-compressivas,%%% Compressivas,<p>%%% Compressivas</p><p class='meta'>Fornecedor: <strong>Ortho Pauher</strong> · Código original: 111000000</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,Órteses e acessórios,"Ortho Pauher, Órteses e acessórios",TRUE,Title,Default Title,111000000,shopify,0,deny,manual,,,TRUE,TRUE,,%%% Compressivas,draft
ortho-pauher-sobre-saude-e,SOBRE SAÚDE E,<p>SOBRE SAÚDE E</p><p class='meta'>Fornecedor: <strong>Ortho Pauher</strong> · Código original: BEM-ESTAR</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,Órteses e acessórios,"Ortho Pauher, Órteses e acessórios",TRUE,Title,Default Title,BEM-ESTAR,shopify,0,deny,manual,,,TRUE,TRUE,,SOBRE SAÚDE E,draft
ortho-pauher-eventos-campanhas-publicitarias,Eventos; Campanhas Publicitárias,<p>Eventos; Campanhas Publicitárias.</p><p class='meta'>Fornecedor: <strong>Ortho Pauher</strong> · Código original: 81.99180.4058</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,Órteses e acessórios,"Ortho Pauher, Órteses e acessórios",TRUE,Title,Default Title,81.99180.4058,shopify,0,deny,manual,,,TRUE,TRUE,,Eventos; Campanhas Publicitárias,draft
ortho-pauher-recife-pe-brasil-cep,Recife/PE Brasil CEP:,<p>Recife/PE Brasil CEP:</p><p class='meta'>Fornecedor: <strong>Ortho Pauher</strong> · Código original: 50770-460</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,Órteses e acessórios,"Ortho Pauher, Órteses e acessórios",TRUE,Title,Default Title,50770-460,shopify,0,deny,manual,,,TRUE,TRUE,,Recife/PE Brasil CEP:,draft
ortho-pauher-pabx-55-81-sac-08000,PABX: 55 (81) / SAC - 08000,<p>PABX: 55 (81)  / SAC - 08000 812205</p><p class='meta'>Fornecedor: <strong>Ortho Pauher</strong> · Código original: 3040.9090</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,Órteses e acessórios,"Ortho Pauher, Órteses e acessórios",TRUE,Title,Default Title,3040.9090,shopify,0,deny,manual,302.08,,TRUE,TRUE,,PABX: 55 (81) / SAC - 08000,active
ortho-pauher-cnpj-0001-80,CNPJ /0001-80,<p>CNPJ /0001-80</p><p class='meta'>Fornecedor: <strong>Ortho Pauher</strong> · Código original: 01.123.973</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,Órteses e acessórios,"Ortho Pauher, Órteses e acessórios",TRUE,Title,Default Title,01.123.973,shopify,0,deny,manual,,,TRUE,TRUE,,CNPJ /0001-80,draft
alps-joelho,JOELHO,<p>JOELHO</p><p class='meta'>Fornecedor: <strong>ALPS</strong> · Código original: KINEGEN.SMART</p>,ALPS,Health & Beauty > Health Care > Mobility & Accessibility,Liners e meias,"ALPS, Liners e meias",TRUE,Title,Default Title,KINEGEN.SMART,shopify,0,deny,manual,,,TRUE,TRUE,,JOELHO,draft
alps-joelho-a-prova,JOELHO A PROVA,<p>JOELHO  A PROVA</p><p class='meta'>Fornecedor: <strong>ALPS</strong> · Código original: KINEGEN.WAVE</p>,ALPS,Health & Beauty > Health Care > Mobility & Accessibility,Liners e meias,"ALPS, Liners e meias",TRUE,Title,Default Title,KINEGEN.WAVE,shopify,0,deny,manual,,,TRUE,TRUE,,JOELHO A PROVA,draft
alps-3a1010-joelho,3A1010 JOELHO,<p>3A1010 JOELHO</p><p class='meta'>Fornecedor: <strong>ALPS</strong> · Código original: KINEGEN.COMFORT</p>,ALPS,Health & Beauty > Health Care > Mobility & Accessibility,Liners e meias,"ALPS, Liners e meias",TRUE,Title,Default Title,KINEGEN.COMFORT,shopify,0,deny,manual,,,TRUE,TRUE,,3A1010 JOELHO,draft
alps-joelho-pneumatico,JOELHO PNEUMÁTICO,<p>JOELHO  PNEUMÁTICO</p><p class='meta'>Fornecedor: <strong>ALPS</strong> · Código original: KINEGEN.AIR</p>,ALPS,Health & Beauty > Health Care > Mobility & Accessibility,Liners e meias,"ALPS, Liners e meias",TRUE,Title,Default Title,KINEGEN.AIR,shopify,0,deny,manual,,,TRUE,TRUE,,JOELHO PNEUMÁTICO,draft
alps-joelho,JOELHO,<p>JOELHO</p><p class='meta'>Fornecedor: <strong>ALPS</strong> · Código original: KINEGEN.STREAM</p>,ALPS,Health & Beauty > Health Care > Mobility & Accessibility,Liners e meias,"ALPS, Liners e meias",TRUE,Title,Default Title,KINEGEN.STREAM,shopify,0,deny,manual,,,TRUE,TRUE,,JOELHO,draft
alps-3a2500-unico,3A2500 UNICO,"<p>3A2500 UNICO ,30</p><p class='meta'>Fornecedor: <strong>ALPS</strong> · Código original: 15.158</p>",ALPS,Health & Beauty > Health Care > Mobility & Accessibility,Liners e meias,"ALPS, Liners e meias",TRUE,Title,Default Title,15.158,shopify,0,deny,manual,,,TRUE,TRUE,,3A2500 UNICO,draft
alps-2mm-30,2mm 30,"<p>2mm 30, 32,</p><p class='meta'>Fornecedor: <strong>ALPS</strong> · Código original: CONTROL4SIL.BASIC</p>",ALPS,Health & Beauty > Health Care > Mobility & Accessibility,Liners e meias,"ALPS, Liners e meias",TRUE,Title,Default Title,CONTROL4SIL.BASIC,shopify,0,deny,manual,,,TRUE,TRUE,,2mm 30,draft
alps-2mm-28,2mm 28,"<p>2mm 28, 30,</p><p class='meta'>Fornecedor: <strong>ALPS</strong> · Código original: CONTROL4SIL.CONIC</p>",ALPS,Health & Beauty > Health Care > Mobility & Accessibility,Liners e meias,"ALPS, Liners e meias",TRUE,Title,Default Title,CONTROL4SIL.CONIC,shopify,0,deny,manual,,,TRUE,TRUE,,2mm 28,draft
alps-transfemural-32,(transfemural) 32,"<p>(transfemural) 32, 34,</p><p class='meta'>Fornecedor: <strong>ALPS</strong> · Código original: AK-CONTROL.SIL</p>",ALPS,Health & Beauty > Health Care > Mobility & Accessibility,Liners e meias,"ALPS, Liners e meias",TRUE,Title,Default Title,AK-CONTROL.SIL,shopify,0,deny,manual,,,TRUE,TRUE,,(transfemural) 32,draft
alps-unico-pc,ÚNICO PÇ,"<p>ÚNICO PÇ 194,00</p><p class='meta'>Fornecedor: <strong>ALPS</strong> · Código original: 3S4-AL</p>",ALPS,Health & Beauty > Health Care > Mobility & Accessibility,Liners e meias,"ALPS, Liners e meias",TRUE,Title,Default Title,3S4-AL,shopify,0,deny,manual,,,TRUE,TRUE,,ÚNICO PÇ,draft
alps-unico-pc,ÚNICO PÇ,"<p>ÚNICO PÇ 3.990,00</p><p class='meta'>Fornecedor: <strong>ALPS</strong> · Código original: DKK-501</p>",ALPS,Health & Beauty > Health Care > Mobility & Accessibility,Liners e meias,"ALPS, Liners e meias",TRUE,Title,Default Title,DKK-501,shopify,0,deny,manual,,,TRUE,TRUE,,ÚNICO PÇ,draft
alps-joelho-com-seguranca-pneumatica-unico-pc,Joelho Com Segurança Pneumática ÚNICO PÇ,"<p>Joelho Com Segurança Pneumática ÚNICO PÇ 5.589,00</p><p class='meta'>Fornecedor: <strong>ALPS</strong> · Código original: DKK-602</p>",ALPS,Health & Beauty > Health Care > Mobility & Accessibility,Liners e meias,"ALPS, Liners e meias",TRUE,Title,Default Title,DKK-602,shopify,0,deny,manual,,,TRUE,TRUE,,Joelho Com Segurança Pneumática ÚNICO PÇ,draft
alps-p-22-25-pc,P 22/25 PÇ,"<p>P 22/25 PÇ 215,80</p><p class='meta'>Fornecedor: <strong>ALPS</strong> · Código original: DKPC-06</p>",ALPS,Health & Beauty > Health Care > Mobility & Accessibility,Liners e meias,"ALPS, Liners e meias",TRUE,Title,Default Title,DKPC-06,shopify,0,deny,manual,,,TRUE,TRUE,,P 22/25 PÇ,draft
alps-p-22-25-pc,P 22/25 PÇ,"<p>P 22/25 PÇ 395,90</p><p class='meta'>Fornecedor: <strong>ALPS</strong> · Código original: DKPC-06A</p>",ALPS,Health & Beauty > Health Care > Mobility & Accessibility,Liners e meias,"ALPS, Liners e meias",TRUE,Title,Default Title,DKPC-06A,shopify,0,deny,manual,,,TRUE,TRUE,,P 22/25 PÇ,draft
alps-tubo-de-aluminio-curto-unico-pc,Tubo De Alumínio Curto ÚNICO PÇ,"<p>Tubo De Alumínio Curto ÚNICO PÇ 102,90</p><p class='meta'>Fornecedor: <strong>ALPS</strong> · Código original: DKP-08</p>",ALPS,Health & Beauty > Health Care > Mobility & Accessibility,Liners e meias,"ALPS, Liners e meias",TRUE,Title,Default Title,DKP-08,shopify,0,deny,manual,,,TRUE,TRUE,,Tubo De Alumínio Curto ÚNICO PÇ,draft
alps-tubo-de-aluminio-longo-unico-pc,Tubo De Alumínio Longo ÚNICO PÇ,"<p>Tubo De Alumínio Longo ÚNICO PÇ 114,50</p><p class='meta'>Fornecedor: <strong>ALPS</strong> · Código original: DKP-16</p>",ALPS,Health & Beauty > Health Care > Mobility & Accessibility,Liners e meias,"ALPS, Liners e meias",TRUE,Title,Default Title,DKP-16,shopify,0,deny,manual,,,TRUE,TRUE,,Tubo De Alumínio Longo ÚNICO PÇ,draft
alps-2f3-unico-pc,2F3 ÚNICO PÇ,"<p>2F3  ÚNICO PÇ 710,30</p><p class='meta'>Fornecedor: <strong>ALPS</strong> · Código original: 400340</p>",ALPS,Health & Beauty > Health Care > Mobility & Accessibility,Liners e meias,"ALPS, Liners e meias",TRUE,Title,Default Title,400340,shopify,0,deny,manual,,,TRUE,TRUE,,2F3 ÚNICO PÇ,draft
alps-unico-pc,ÚNICO PÇ,"<p>ÚNICO PÇ 167,60</p><p class='meta'>Fornecedor: <strong>ALPS</strong> · Código original: DKPB-08AL</p>",ALPS,Health & Beauty > Health Care > Mobility & Accessibility,Liners e meias,"ALPS, Liners e meias",TRUE,Title,Default Title,DKPB-08AL,shopify,0,deny,manual,,,TRUE,TRUE,,ÚNICO PÇ,draft
alps-adaptador-para-suporte-em-l-unico-pc,Adaptador Para Suporte Em L ÚNICO PÇ,"<p>Adaptador Para Suporte Em L ÚNICO PÇ 446,50</p><p class='meta'>Fornecedor: <strong>ALPS</strong> · Código original: DKPA-011</p>",ALPS,Health & Beauty > Health Care > Mobility & Accessibility,Liners e meias,"ALPS, Liners e meias",TRUE,Title,Default Title,DKPA-011,shopify,0,deny,manual,,,TRUE,TRUE,,Adaptador Para Suporte Em L ÚNICO PÇ,draft
alps-adaptador-piramide-p-joelho-plano-unico-pc,Adaptador Pirâmide P/ Joelho Plano ÚNICO PÇ,"<p>Adaptador Pirâmide P/ Joelho Plano ÚNICO PÇ 244,10</p><p class='meta'>Fornecedor: <strong>ALPS</strong> · Código original: DKPA-010</p>",ALPS,Health & Beauty > Health Care > Mobility & Accessibility,Liners e meias,"ALPS, Liners e meias",TRUE,Title,Default Title,DKPA-010,shopify,0,deny,manual,,,TRUE,TRUE,,Adaptador Pirâmide P/ Joelho Plano ÚNICO PÇ,draft
alps-adaptador-piramide-p-joelho-plano-unico-pc,Adaptador Pirâmide P/ Joelho Plano ÚNICO PÇ,"<p>Adaptador Pirâmide P/ Joelho Plano ÚNICO PÇ 224,20</p><p class='meta'>Fornecedor: <strong>ALPS</strong> · Código original: DKPA-012</p>",ALPS,Health & Beauty > Health Care > Mobility & Accessibility,Liners e meias,"ALPS, Liners e meias",TRUE,Title,Default Title,DKPA-012,shopify,0,deny,manual,,,TRUE,TRUE,,Adaptador Pirâmide P/ Joelho Plano ÚNICO PÇ,draft
alps-adaptador-piramide-p-joelho-infantil-unico-pc,Adaptador Pirâmide P/ Joelho Infantil ÚNICO PÇ,"<p>Adaptador Pirâmide P/ Joelho Infantil ÚNICO PÇ 251,10</p><p class='meta'>Fornecedor: <strong>ALPS</strong> · Código original: DKPA-019</p>",ALPS,Health & Beauty > Health Care > Mobility & Accessibility,Liners e meias,"ALPS, Liners e meias",TRUE,Title,Default Title,DKPA-019,shopify,0,deny,manual,,,TRUE,TRUE,,Adaptador Pirâmide P/ Joelho Infantil ÚNICO PÇ,draft
alps-adaptador-modular-com-piramide-fixo-unico-pc,Adaptador modular com pirâmide fixo ÚNICO PÇ,"<p>Adaptador modular com pirâmide fixo ÚNICO PÇ 114,50</p><p class='meta'>Fornecedor: <strong>ALPS</strong> · Código original: DKPA-024</p>",ALPS,Health & Beauty > Health Care > Mobility & Accessibility,Liners e meias,"ALPS, Liners e meias",TRUE,Title,Default Title,DKPA-024,shopify,0,deny,manual,934.40,,TRUE,TRUE,,Adaptador modular com pirâmide fixo ÚNICO PÇ,active
alps-unico-pc,ÚNICO PÇ,"<p>ÚNICO PÇ 137,80</p><p class='meta'>Fornecedor: <strong>ALPS</strong> · Código original: DKPA-25</p>",ALPS,Health & Beauty > Health Care > Mobility & Accessibility,Liners e meias,"ALPS, Liners e meias",TRUE,Title,Default Title,DKPA-25,shopify,0,deny,manual,,,TRUE,TRUE,,ÚNICO PÇ,draft
alps-receptor-piramide-rotativo-unico-pc,Receptor Pirâmide Rotativo ÚNICO PÇ,"<p>Receptor Pirâmide Rotativo ÚNICO PÇ 209,90</p><p class='meta'>Fornecedor: <strong>ALPS</strong> · Código original: DKPA-A25</p>",ALPS,Health & Beauty > Health Care > Mobility & Accessibility,Liners e meias,"ALPS, Liners e meias",TRUE,Title,Default Title,DKPA-A25,shopify,0,deny,manual,,,TRUE,TRUE,,Receptor Pirâmide Rotativo ÚNICO PÇ,draft
alps-placa-de-fixacao-de-quadril-unico-pc,Placa De Fixação De Quadril ÚNICO PÇ,"<p>Placa De Fixação De Quadril ÚNICO PÇ 486,30</p><p class='meta'>Fornecedor: <strong>ALPS</strong> · Código original: DKPA-02</p>",ALPS,Health & Beauty > Health Care > Mobility & Accessibility,Liners e meias,"ALPS, Liners e meias",TRUE,Title,Default Title,DKPA-02,shopify,0,deny,manual,,,TRUE,TRUE,,Placa De Fixação De Quadril ÚNICO PÇ,draft
alps-adaptador-c-bracadeira-angulado-unico-pc,Adaptador C/ Braçadeira Angulado ÚNICO PÇ,"<p>Adaptador C/ Braçadeira Angulado ÚNICO PÇ 427,90</p><p class='meta'>Fornecedor: <strong>ALPS</strong> · Código original: DKPB-016</p>",ALPS,Health & Beauty > Health Care > Mobility & Accessibility,Liners e meias,"ALPS, Liners e meias",TRUE,Title,Default Title,DKPB-016,shopify,0,deny,manual,,,TRUE,TRUE,,Adaptador C/ Braçadeira Angulado ÚNICO PÇ,draft
alps-aluminio,() Alumínio,<p>() Alumínio</p><p class='meta'>Fornecedor: <strong>ALPS</strong> · Código original: DKPB-35A</p>,ALPS,Health & Beauty > Health Care > Mobility & Accessibility,Liners e meias,"ALPS, Liners e meias",TRUE,Title,Default Title,DKPB-35A,shopify,0,deny,manual,,,TRUE,TRUE,,() Alumínio,draft
alps-trava-de-bloqueio-shuttle-lock-unico-pc,Trava De Bloqueio (Shuttle Lock) ÚNICO PÇ,"<p>Trava De Bloqueio (Shuttle Lock) ÚNICO PÇ 580,80</p><p class='meta'>Fornecedor: <strong>ALPS</strong> · Código original: DKPB-39</p>",ALPS,Health & Beauty > Health Care > Mobility & Accessibility,Liners e meias,"ALPS, Liners e meias",TRUE,Title,Default Title,DKPB-39,shopify,0,deny,manual,,,TRUE,TRUE,,Trava De Bloqueio (Shuttle Lock) ÚNICO PÇ,draft
